cde_Pays;pays;cde_depense;depense_cat;depense_cat_courte;depense;depense_courte;annee;montant
DEU;Allemagne;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2010;18,99
DEU;Allemagne;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2010;56,613
DEU;Allemagne;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2010;11,855
DEU;Allemagne;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2010;174,778
DEU;Allemagne;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2010;30,064
DEU;Allemagne;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2010;42,081
DEU;Allemagne;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2010;3,74
DEU;Allemagne;GF07;07 - Sante;Sante;07 - Sante;Sante;2010;179,312
DEU;Allemagne;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2010;40,006
DEU;Allemagne;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2010;4,575
DEU;Allemagne;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2010;15,024
DEU;Allemagne;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2010;152,191
DEU;Allemagne;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2010;7,285
DEU;Allemagne;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2010;62,195
DEU;Allemagne;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2010;113,146
DEU;Allemagne;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2010;2,607
DEU;Allemagne;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2010;22,15
DEU;Allemagne;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2010;1,296
DEU;Allemagne;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2010;9,743
DEU;Allemagne;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2010;0,349
DEU;Allemagne;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2010;52,745
DEU;Allemagne;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2010;1,161
DEU;Allemagne;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2010;43,914
DEU;Allemagne;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2010;1,907
DEU;Allemagne;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2010;51,431
DEU;Allemagne;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2010;50,328
DEU;Allemagne;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2010;6,014
DEU;Allemagne;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2010;2,726
DEU;Allemagne;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2010;28,53
DEU;Allemagne;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2010;0,142
DEU;Allemagne;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2010;9,547
DEU;Allemagne;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2010;2,602
DEU;Allemagne;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2010;6,093
DEU;Allemagne;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2010;5,634
DEU;Allemagne;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2010;1,554
DEU;Allemagne;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2010;0,729
DEU;Allemagne;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2010;9,804
DEU;Allemagne;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2010;246,381
DEU;Allemagne;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2010;0,742
DEU;Allemagne;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2010;20,367
DEU;Allemagne;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2010;0,764
DEU;Allemagne;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2011;0
DEU;Allemagne;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2011;0,022
DEU;Allemagne;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2011;1,206
DEU;Allemagne;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2011;13,005
DEU;Allemagne;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2011;1,957
DEU;Allemagne;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2011;24,838
DEU;Allemagne;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2011;19,498
DEU;Allemagne;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2011;183,609
DEU;Allemagne;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2011;30,944
DEU;Allemagne;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2011;13,172
DEU;Allemagne;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2011;22,227
DEU;Allemagne;GF07;07 - Sante;Sante;07 - Sante;Sante;2011;183,393
DEU;Allemagne;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2011;3,835
DEU;Allemagne;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2011;41,5
DEU;Allemagne;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2011;23,38
DEU;Allemagne;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2011;2,591
DEU;Allemagne;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2011;51,687
DEU;Allemagne;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2011;116,44
DEU;Allemagne;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2011;7,769
DEU;Allemagne;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2011;124,642
DEU;Allemagne;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2011;4,701
DEU;Allemagne;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2011;13,8
DEU;Allemagne;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2011;40,873
DEU;Allemagne;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2011;1,194
DEU;Allemagne;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2011;10,227
DEU;Allemagne;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2011;0,349
DEU;Allemagne;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2011;55,345
DEU;Allemagne;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2011;1,189
DEU;Allemagne;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2011;10,184
DEU;Allemagne;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2011;3,37
DEU;Allemagne;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2011;30,637
DEU;Allemagne;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2011;0,161
DEU;Allemagne;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2011;2,777
DEU;Allemagne;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2011;50,674
DEU;Allemagne;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2011;5,353
DEU;Allemagne;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2011;52,86
DEU;Allemagne;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2011;1,984
DEU;Allemagne;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2011;44,365
DEU;Allemagne;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2011;4,671
DEU;Allemagne;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2011;6,307
DEU;Allemagne;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2011;0,771
DEU;Allemagne;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2011;10,427
DEU;Allemagne;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2011;1,314
DEU;Allemagne;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2011;249,096
DEU;Allemagne;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2011;0,695
DEU;Allemagne;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2011;19,794
DEU;Allemagne;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2011;0,668
DEU;Allemagne;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2011;0,946
DEU;Allemagne;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2011;10,784
DEU;Allemagne;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2011;508,806
DEU;Allemagne;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2011;3,393
DEU;Allemagne;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2011;5,662
DEU;Allemagne;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2011;7,794
DEU;Allemagne;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2011;44,333
DEU;Allemagne;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2011;0,589
DEU;Allemagne;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2011;75,187
DEU;Allemagne;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2011;0,228
DEU;Allemagne;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2011;5,719
DEU;Allemagne;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2011;0,329
