annee;cde_transaction;transaction;cde_pays;pays;cde_devise;devise;montant
2008;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;DEU;Allemagne;EUR;Euro;51
2008;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;DEU;Allemagne;EUR;Euro;160170
2008;D214L;Autres impots sur les produits n.c.a.;DEU;Allemagne;EUR;Euro;116
2008;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;DEU;Allemagne;EUR;Euro;984390
2008;D611;Cotisations sociales effectives a la charge des employeurs;DEU;Allemagne;EUR;Euro;160170
2008;D29;Autres impots sur la production;DEU;Allemagne;EUR;Euro;15425
2008;D214B;Droits de timbre;DEU;Allemagne;EUR;Euro;5730
2008;D214F;Taxes sur les loteries, les jeux et les paris;DEU;Allemagne;EUR;Euro;1906
2008;D29B;Impots sur l'utilisation d'actifs fixes;DEU;Allemagne;EUR;Euro;2020
2008;D214A;Droits d'accise et impots de consommation;DEU;Allemagne;EUR;Euro;60335
2008;D91;Impots en capital;DEU;Allemagne;EUR;Euro;4770
2008;D59;Autres impots courants;DEU;Allemagne;EUR;Euro;13805
2008;D91A;Impots sur les transferts en capital;DEU;Allemagne;EUR;Euro;4770
2008;ODA;Total des recettes fiscales;DEU;Allemagne;EUR;Euro;602116
2008;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;DEU;Allemagne;EUR;Euro;79520
2008;D29H;Autres impots sur la production n.c.a.;DEU;Allemagne;EUR;Euro;2228
2008;D21;Impots sur les produits;DEU;Allemagne;EUR;Euro;267890
2008;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;58986
2008;D61;Cotisations sociales nettes;DEU;Allemagne;EUR;Euro;412551
2008;D51;Impots sur le revenu;DEU;Allemagne;EUR;Euro;300226
2008;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;DEU;Allemagne;EUR;Euro;4173
2008;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;DEU;Allemagne;EUR;Euro;12503
2008;D613C;Cotisations sociales effectives obligatoires a la charge des menages;DEU;Allemagne;EUR;Euro;213017
2009;D2122A;Prelevements sur les produits agricoles importes;DEU;Allemagne;EUR;Euro;0
2009;D214H;Autres taxes sur des services determines;DEU;Allemagne;EUR;Euro;0
2009;D2121;Droits sur les importations;DEU;Allemagne;EUR;Euro;0
2009;D59A;Impots courants sur le capital;DEU;Allemagne;EUR;Euro;0
2009;D61SC;Remuneration du service des regimes d'assurance sociale (-);DEU;Allemagne;EUR;Euro;0
2009;D214C;Impots sur les operations financieres et les operations en capital;DEU;Allemagne;EUR;Euro;0
2009;D614;Supplements de cotisations sociales a la charge des menages;DEU;Allemagne;EUR;Euro;0
2009;D611V;Cotisations sociales effectives volontaires des employeurs;DEU;Allemagne;EUR;Euro;0
2009;D2122B;Montants compensatoires monetaires preleves a l'importation;DEU;Allemagne;EUR;Euro;0
2009;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;71229
2009;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;DEU;Allemagne;EUR;Euro;8197
2009;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;DEU;Allemagne;EUR;Euro;13503
2009;D613C;Cotisations sociales effectives obligatoires a la charge des menages;DEU;Allemagne;EUR;Euro;219865
2009;D51;Impots sur le revenu;DEU;Allemagne;EUR;Euro;267770
2009;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;63032
2009;D61;Cotisations sociales nettes;DEU;Allemagne;EUR;Euro;415558
2009;D91A;Impots sur les transferts en capital;DEU;Allemagne;EUR;Euro;4540
2009;ODA;Total des recettes fiscales;DEU;Allemagne;EUR;Euro;572813
2009;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;DEU;Allemagne;EUR;Euro;79424
2009;D29H;Autres impots sur la production n.c.a.;DEU;Allemagne;EUR;Euro;2179
2009;D21;Impots sur les produits;DEU;Allemagne;EUR;Euro;270624
2009;D91;Impots en capital;DEU;Allemagne;EUR;Euro;4540
2009;D59;Autres impots courants;DEU;Allemagne;EUR;Euro;13581
2009;D29B;Impots sur l'utilisation d'actifs fixes;DEU;Allemagne;EUR;Euro;1880
2009;D214A;Droits d'accise et impots de consommation;DEU;Allemagne;EUR;Euro;61130
2009;D214B;Droits de timbre;DEU;Allemagne;EUR;Euro;4850
2009;D214F;Taxes sur les loteries, les jeux et les paris;DEU;Allemagne;EUR;Euro;1781
2009;D29F;Impots sur les emissions polluantes;DEU;Allemagne;EUR;Euro;932
2009;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;DEU;Allemagne;EUR;Euro;148636
2009;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;952807
2009;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;DEU;Allemagne;EUR;Euro;364
2009;D211;Taxes du type TVA;DEU;Allemagne;EUR;Euro;177697
2009;D2122C;Droits d'accise;DEU;Allemagne;EUR;Euro;13503
2009;D612;Cotisations sociales imputees a la charge des employeurs;DEU;Allemagne;EUR;Euro;31499
2009;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;DEU;Allemagne;EUR;Euro;52
2009;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;DEU;Allemagne;EUR;Euro;160129
2009;D214L;Autres impots sur les produits n.c.a.;DEU;Allemagne;EUR;Euro;112
2009;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;DEU;Allemagne;EUR;Euro;956872
2009;D611;Cotisations sociales effectives a la charge des employeurs;DEU;Allemagne;EUR;Euro;160129
2009;D29;Autres impots sur la production;DEU;Allemagne;EUR;Euro;16298
2009;D212;Impots et droits sur les importations, a l'exclusion de la TVA;DEU;Allemagne;EUR;Euro;13503
2009;D613;Cotisations sociales effectives a la charge des menages;DEU;Allemagne;EUR;Euro;223930
2009;D51O;Impots sur le revenu des societes y compris les gains de detention;DEU;Allemagne;EUR;Euro;45290
2009;D214E;Taxes sur les spectacles et divertissements;DEU;Allemagne;EUR;Euro;302
2009;D59D;Paiements effectues par les menages en vue de l obtention de licences;DEU;Allemagne;EUR;Euro;6590
2009;D61N;Cotisations sociales effectives des employeurs et des menages;DEU;Allemagne;EUR;Euro;384059
2009;D59F;Autres impots courants n.c.a.;DEU;Allemagne;EUR;Euro;6991
2009;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;988371
2009;D214G;Taxes sur les primes d'assurance;DEU;Allemagne;EUR;Euro;10885
2009;D613V;Cotisations sociales effectives volontaires des menages;DEU;Allemagne;EUR;Euro;4065
2009;D29G;Sous-compensation de la TVA (regime forfaitaire);DEU;Allemagne;EUR;Euro;320
2009;D29A;Impots sur les terrains, batiments et autres constructions;DEU;Allemagne;EUR;Euro;10935
2009;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;DEU;Allemagne;EUR;Euro;218084
2009;D51E;Autres impots sur le revenu n.c.a.;DEU;Allemagne;EUR;Euro;4396
2009;D2;Impots sur la production et les importations;DEU;Allemagne;EUR;Euro;286922
2009;D5;Impots courants sur le revenu, le patrimoine, etc.;DEU;Allemagne;EUR;Euro;281351
2010;D2122B;Montants compensatoires monetaires preleves a l'importation;DEU;Allemagne;EUR;Euro;0
2010;D611V;Cotisations sociales effectives volontaires des employeurs;DEU;Allemagne;EUR;Euro;0
2010;D61SC;Remuneration du service des regimes d'assurance sociale (-);DEU;Allemagne;EUR;Euro;0
2010;D214C;Impots sur les operations financieres et les operations en capital;DEU;Allemagne;EUR;Euro;0
2010;D614;Supplements de cotisations sociales a la charge des menages;DEU;Allemagne;EUR;Euro;0
2010;D214H;Autres taxes sur des services determines;DEU;Allemagne;EUR;Euro;0
2010;D2121;Droits sur les importations;DEU;Allemagne;EUR;Euro;0
2010;D2122A;Prelevements sur les produits agricoles importes;DEU;Allemagne;EUR;Euro;0
2010;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;70371
2010;D2;Impots sur la production et les importations;DEU;Allemagne;EUR;Euro;287084
2010;D5;Impots courants sur le revenu, le patrimoine, etc.;DEU;Allemagne;EUR;Euro;280778
2010;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;DEU;Allemagne;EUR;Euro;210447
2010;D51E;Autres impots sur le revenu n.c.a.;DEU;Allemagne;EUR;Euro;4204
2010;D29A;Impots sur les terrains, batiments et autres constructions;DEU;Allemagne;EUR;Euro;11313
2010;D613V;Cotisations sociales effectives volontaires des menages;DEU;Allemagne;EUR;Euro;5102
2010;D29G;Sous-compensation de la TVA (regime forfaitaire);DEU;Allemagne;EUR;Euro;320
2010;D61N;Cotisations sociales effectives des employeurs et des menages;DEU;Allemagne;EUR;Euro;393785
2010;D59F;Autres impots courants n.c.a.;DEU;Allemagne;EUR;Euro;6940
2010;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;998757
2010;D214G;Taxes sur les primes d'assurance;DEU;Allemagne;EUR;Euro;10588
2010;D214E;Taxes sur les spectacles et divertissements;DEU;Allemagne;EUR;Euro;375
2010;D59D;Paiements effectues par les menages en vue de l obtention de licences;DEU;Allemagne;EUR;Euro;6821
2010;D51O;Impots sur le revenu des societes y compris les gains de detention;DEU;Allemagne;EUR;Euro;52364
2010;D212;Impots et droits sur les importations, a l'exclusion de la TVA;DEU;Allemagne;EUR;Euro;15296
2010;D613;Cotisations sociales effectives a la charge des menages;DEU;Allemagne;EUR;Euro;228316
2010;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;960950
2010;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;DEU;Allemagne;EUR;Euro;340
2010;D211;Taxes du type TVA;DEU;Allemagne;EUR;Euro;180213
2010;D2122C;Droits d'accise;DEU;Allemagne;EUR;Euro;15296
2010;D59A;Impots courants sur le capital;DEU;Allemagne;EUR;Euro;2
2010;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;DEU;Allemagne;EUR;Euro;152843
2010;D612;Cotisations sociales imputees a la charge des employeurs;DEU;Allemagne;EUR;Euro;32705
2010;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;DEU;Allemagne;EUR;Euro;58
2010;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;DEU;Allemagne;EUR;Euro;165469
2010;D214L;Autres impots sur les produits n.c.a.;DEU;Allemagne;EUR;Euro;117
2010;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;DEU;Allemagne;EUR;Euro;966052
2010;D611;Cotisations sociales effectives a la charge des employeurs;DEU;Allemagne;EUR;Euro;165469
2010;D29;Autres impots sur la production;DEU;Allemagne;EUR;Euro;16349
2010;D29F;Impots sur les emissions polluantes;DEU;Allemagne;EUR;Euro;527
2010;D214B;Droits de timbre;DEU;Allemagne;EUR;Euro;5291
2010;D214F;Taxes sur les loteries, les jeux et les paris;DEU;Allemagne;EUR;Euro;1644
2010;D29B;Impots sur l'utilisation d'actifs fixes;DEU;Allemagne;EUR;Euro;1944
2010;D214A;Droits d'accise et impots de consommation;DEU;Allemagne;EUR;Euro;56871
2010;D91;Impots en capital;DEU;Allemagne;EUR;Euro;4405
2010;D59;Autres impots courants;DEU;Allemagne;EUR;Euro;13763
2010;D91A;Impots sur les transferts en capital;DEU;Allemagne;EUR;Euro;4405
2010;ODA;Total des recettes fiscales;DEU;Allemagne;EUR;Euro;572267
2010;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;DEU;Allemagne;EUR;Euro;75226
2010;D29H;Autres impots sur la production n.c.a.;DEU;Allemagne;EUR;Euro;2187
2010;D21;Impots sur les produits;DEU;Allemagne;EUR;Euro;270735
2010;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;62466
2010;D61;Cotisations sociales nettes;DEU;Allemagne;EUR;Euro;426490
2010;D51;Impots sur le revenu;DEU;Allemagne;EUR;Euro;267015
2010;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;DEU;Allemagne;EUR;Euro;7905
2010;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;DEU;Allemagne;EUR;Euro;15296
2010;D613C;Cotisations sociales effectives obligatoires a la charge des menages;DEU;Allemagne;EUR;Euro;223214
2011;D2122B;Montants compensatoires monetaires preleves a l'importation;DEU;Allemagne;EUR;Euro;0
2011;D611V;Cotisations sociales effectives volontaires des employeurs;DEU;Allemagne;EUR;Euro;0
2011;D61SC;Remuneration du service des regimes d'assurance sociale (-);DEU;Allemagne;EUR;Euro;0
2011;D214C;Impots sur les operations financieres et les operations en capital;DEU;Allemagne;EUR;Euro;0
2011;D614;Supplements de cotisations sociales a la charge des menages;DEU;Allemagne;EUR;Euro;0
2011;D2122A;Prelevements sur les produits agricoles importes;DEU;Allemagne;EUR;Euro;0
2011;D2121;Droits sur les importations;DEU;Allemagne;EUR;Euro;0
2011;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;70284
2011;D2;Impots sur la production et les importations;DEU;Allemagne;EUR;Euro;309270
2011;D5;Impots courants sur le revenu, le patrimoine, etc.;DEU;Allemagne;EUR;Euro;306013
2011;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;DEU;Allemagne;EUR;Euro;221213
2011;D51E;Autres impots sur le revenu n.c.a.;DEU;Allemagne;EUR;Euro;6740
2011;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;1062150
2011;D214G;Taxes sur les primes d'assurance;DEU;Allemagne;EUR;Euro;11132
2011;D61N;Cotisations sociales effectives des employeurs et des menages;DEU;Allemagne;EUR;Euro;409646
2011;D59F;Autres impots courants n.c.a.;DEU;Allemagne;EUR;Euro;7087
2011;D613V;Cotisations sociales effectives volontaires des menages;DEU;Allemagne;EUR;Euro;5445
2011;D29G;Sous-compensation de la TVA (regime forfaitaire);DEU;Allemagne;EUR;Euro;320
2011;D29A;Impots sur les terrains, batiments et autres constructions;DEU;Allemagne;EUR;Euro;11670
2011;D51O;Impots sur le revenu des societes y compris les gains de detention;DEU;Allemagne;EUR;Euro;64201
2011;D214E;Taxes sur les spectacles et divertissements;DEU;Allemagne;EUR;Euro;480
2011;D59D;Paiements effectues par les menages en vue de l obtention de licences;DEU;Allemagne;EUR;Euro;6777
2011;D212;Impots et droits sur les importations, a l'exclusion de la TVA;DEU;Allemagne;EUR;Euro;18152
2011;D613;Cotisations sociales effectives a la charge des menages;DEU;Allemagne;EUR;Euro;238089
2011;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;1023729
2011;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;DEU;Allemagne;EUR;Euro;316
2011;D211;Taxes du type TVA;DEU;Allemagne;EUR;Euro;189909
2011;D2122C;Droits d'accise;DEU;Allemagne;EUR;Euro;18152
2011;D59A;Impots courants sur le capital;DEU;Allemagne;EUR;Euro;-5
2011;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;DEU;Allemagne;EUR;Euro;162360
2011;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;DEU;Allemagne;EUR;Euro;1029174
2011;D611;Cotisations sociales effectives a la charge des employeurs;DEU;Allemagne;EUR;Euro;171557
2011;D29;Autres impots sur la production;DEU;Allemagne;EUR;Euro;18405
2011;D612;Cotisations sociales imputees a la charge des employeurs;DEU;Allemagne;EUR;Euro;32976
2011;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;DEU;Allemagne;EUR;Euro;159
2011;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;DEU;Allemagne;EUR;Euro;171557
2011;D214L;Autres impots sur les produits n.c.a.;DEU;Allemagne;EUR;Euro;130
2011;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;61835
2011;D61;Cotisations sociales nettes;DEU;Allemagne;EUR;Euro;442622
2011;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;DEU;Allemagne;EUR;Euro;8449
2011;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;DEU;Allemagne;EUR;Euro;18152
2011;D613C;Cotisations sociales effectives obligatoires a la charge des menages;DEU;Allemagne;EUR;Euro;232644
2011;D51;Impots sur le revenu;DEU;Allemagne;EUR;Euro;292154
2011;D91A;Impots sur les transferts en capital;DEU;Allemagne;EUR;Euro;4245
2011;ODA;Total des recettes fiscales;DEU;Allemagne;EUR;Euro;619528
2011;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;DEU;Allemagne;EUR;Euro;82804
2011;D29H;Autres impots sur la production n.c.a.;DEU;Allemagne;EUR;Euro;2962
2011;D21;Impots sur les produits;DEU;Allemagne;EUR;Euro;290865
2011;D91;Impots en capital;DEU;Allemagne;EUR;Euro;4245
2011;D59;Autres impots courants;DEU;Allemagne;EUR;Euro;13859
2011;D29B;Impots sur l'utilisation d'actifs fixes;DEU;Allemagne;EUR;Euro;1936
2011;D214A;Droits d'accise et impots de consommation;DEU;Allemagne;EUR;Euro;61773
2011;D214B;Droits de timbre;DEU;Allemagne;EUR;Euro;6366
2011;D214F;Taxes sur les loteries, les jeux et les paris;DEU;Allemagne;EUR;Euro;1648
2011;D29F;Impots sur les emissions polluantes;DEU;Allemagne;EUR;Euro;1358
2011;D214H;Autres taxes sur des services determines;DEU;Allemagne;EUR;Euro;959
2012;D2121;Droits sur les importations;DEU;Allemagne;EUR;Euro;0
2012;D2122A;Prelevements sur les produits agricoles importes;DEU;Allemagne;EUR;Euro;0
2012;D61SC;Remuneration du service des regimes d'assurance sociale (-);DEU;Allemagne;EUR;Euro;0
2012;D214C;Impots sur les operations financieres et les operations en capital;DEU;Allemagne;EUR;Euro;0
2012;D614;Supplements de cotisations sociales a la charge des menages;DEU;Allemagne;EUR;Euro;0
2012;D611V;Cotisations sociales effectives volontaires des employeurs;DEU;Allemagne;EUR;Euro;0
2012;D2122B;Montants compensatoires monetaires preleves a l'importation;DEU;Allemagne;EUR;Euro;0
2012;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;71356
2012;D29F;Impots sur les emissions polluantes;DEU;Allemagne;EUR;Euro;2294
2012;D214H;Autres taxes sur des services determines;DEU;Allemagne;EUR;Euro;954
2012;D214B;Droits de timbre;DEU;Allemagne;EUR;Euro;7389
2012;D214F;Taxes sur les loteries, les jeux et les paris;DEU;Allemagne;EUR;Euro;1617
2012;D91A;Impots sur les transferts en capital;DEU;Allemagne;EUR;Euro;4305
2012;ODA;Total des recettes fiscales;DEU;Allemagne;EUR;Euro;646321
2012;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;DEU;Allemagne;EUR;Euro;84254
2012;D29H;Autres impots sur la production n.c.a.;DEU;Allemagne;EUR;Euro;3078
2012;D21;Impots sur les produits;DEU;Allemagne;EUR;Euro;295773
2012;D91;Impots en capital;DEU;Allemagne;EUR;Euro;4305
2012;D59;Autres impots courants;DEU;Allemagne;EUR;Euro;13839
2012;D29B;Impots sur l'utilisation d'actifs fixes;DEU;Allemagne;EUR;Euro;1984
2012;D214A;Droits d'accise et impots de consommation;DEU;Allemagne;EUR;Euro;61716
2012;D51;Impots sur le revenu;DEU;Allemagne;EUR;Euro;312554
2012;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;DEU;Allemagne;EUR;Euro;8486
2012;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;DEU;Allemagne;EUR;Euro;17485
2012;D613C;Cotisations sociales effectives obligatoires a la charge des menages;DEU;Allemagne;EUR;Euro;239039
2012;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;62870
2012;D61;Cotisations sociales nettes;DEU;Allemagne;EUR;Euro;454584
2012;D51O;Impots sur le revenu des societes y compris les gains de detention;DEU;Allemagne;EUR;Euro;68844
2012;D214E;Taxes sur les spectacles et divertissements;DEU;Allemagne;EUR;Euro;615
2012;D59D;Paiements effectues par les menages en vue de l obtention de licences;DEU;Allemagne;EUR;Euro;6760
2012;D212;Impots et droits sur les importations, a l'exclusion de la TVA;DEU;Allemagne;EUR;Euro;17485
2012;D613;Cotisations sociales effectives a la charge des menages;DEU;Allemagne;EUR;Euro;244382
2012;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;1062631
2012;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;DEU;Allemagne;EUR;Euro;284
2012;D211;Taxes du type TVA;DEU;Allemagne;EUR;Euro;194034
2012;D2122C;Droits d'accise;DEU;Allemagne;EUR;Euro;17485
2012;D59A;Impots courants sur le capital;DEU;Allemagne;EUR;Euro;-1
2012;D613CE;Cotisations sociales effectives obligatoires a la charge des salaries;DEU;Allemagne;EUR;Euro;167683
2012;D612;Cotisations sociales imputees a la charge des employeurs;DEU;Allemagne;EUR;Euro;32931
2012;D29E;Autorisations d'exercer des activites commerciales ou professionnelles;DEU;Allemagne;EUR;Euro;160
2012;D611C;Cotisations sociales effectives obligatoires a la charge des employeurs;DEU;Allemagne;EUR;Euro;177271
2012;D214L;Autres impots sur les produits n.c.a.;DEU;Allemagne;EUR;Euro;133
2012;D2_D5_D91_D611_D613;Total des impots et des cotisations sociales;DEU;Allemagne;EUR;Euro;1067974
2012;D611;Cotisations sociales effectives a la charge des employeurs;DEU;Allemagne;EUR;Euro;177271
2012;D29;Autres impots sur la production;DEU;Allemagne;EUR;Euro;19850
2012;D613V;Cotisations sociales effectives volontaires des menages;DEU;Allemagne;EUR;Euro;5343
2012;D29G;Sous-compensation de la TVA (regime forfaitaire);DEU;Allemagne;EUR;Euro;320
2012;D29A;Impots sur les terrains, batiments et autres constructions;DEU;Allemagne;EUR;Euro;12014
2012;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;1100905
2012;D214G;Taxes sur les primes d'assurance;DEU;Allemagne;EUR;Euro;11546
2012;D61N;Cotisations sociales effectives des employeurs et des menages;DEU;Allemagne;EUR;Euro;421653
2012;D59F;Autres impots courants n.c.a.;DEU;Allemagne;EUR;Euro;7080
2012;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;DEU;Allemagne;EUR;Euro;238405
2012;D51E;Autres impots sur le revenu n.c.a.;DEU;Allemagne;EUR;Euro;5305
2012;D2;Impots sur la production et les importations;DEU;Allemagne;EUR;Euro;315623
2012;D5;Impots courants sur le revenu, le patrimoine, etc.;DEU;Allemagne;EUR;Euro;326393
2013;D2121;Droits sur les importations;DEU;Allemagne;EUR;Euro;0
2013;D2122A;Prelevements sur les produits agricoles importes;DEU;Allemagne;EUR;Euro;0
2013;D611V;Cotisations sociales effectives volontaires des employeurs;DEU;Allemagne;EUR;Euro;0
2013;D2122B;Montants compensatoires monetaires preleves a l'importation;DEU;Allemagne;EUR;Euro;0
2013;D61SC;Remuneration du service des regimes d'assurance sociale (-);DEU;Allemagne;EUR;Euro;0
2013;D214C;Impots sur les operations financieres et les operations en capital;DEU;Allemagne;EUR;Euro;0
2013;D614;Supplements de cotisations sociales a la charge des menages;DEU;Allemagne;EUR;Euro;0
2013;D613CSN;Cotisations sociales obligatoires a la charge des travailleurs independants et des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;73079
2013;D214B;Droits de timbre;DEU;Allemagne;EUR;Euro;8395
2013;D214F;Taxes sur les loteries, les jeux et les paris;DEU;Allemagne;EUR;Euro;1820
2013;D29F;Impots sur les emissions polluantes;DEU;Allemagne;EUR;Euro;1829
2013;D214H;Autres taxes sur des services determines;DEU;Allemagne;EUR;Euro;955
2013;D91A;Impots sur les transferts en capital;DEU;Allemagne;EUR;Euro;4632
2013;ODA;Total des recettes fiscales;DEU;Allemagne;EUR;Euro;670991
2013;D214;Impots sur les produits a l'exclusion de TVA et des impots sur les importations et les exportations;DEU;Allemagne;EUR;Euro;91085
2013;D29H;Autres impots sur la production n.c.a.;DEU;Allemagne;EUR;Euro;2971
2013;D21;Impots sur les produits;DEU;Allemagne;EUR;Euro;306313
2013;D91;Impots en capital;DEU;Allemagne;EUR;Euro;4632
2013;D59;Autres impots courants;DEU;Allemagne;EUR;Euro;14138
2013;D29B;Impots sur l'utilisation d'actifs fixes;DEU;Allemagne;EUR;Euro;2004
2013;D214A;Droits d'accise et impots de consommation;DEU;Allemagne;EUR;Euro;66805
2013;D51;Impots sur le revenu;DEU;Allemagne;EUR;Euro;326253
2013;D613CS;Cotisations sociales effectives obligatoires a la charge des travailleurs independants;DEU;Allemagne;EUR;Euro;8460
2013;D2122;Impots sur les importations a l'exclusion de la TVA et des droits sur les importations;DEU;Allemagne;EUR;Euro;18222
2013;D613C;Cotisations sociales effectives obligatoires a la charge des menages;DEU;Allemagne;EUR;Euro;244743
2013;D613CN;Cotisations sociales effectives obligatoires a la charge des personnes n'occupant pas d'emploi;DEU;Allemagne;EUR;Euro;64619
2013;D61;Cotisations sociales nettes;DEU;Allemagne;EUR;Euro;465363
2013;D613V;Cotisations sociales effectives volontaires des menages;DEU;Allemagne;EUR;Euro;5352
2013;D29G;Sous-compensation de la TVA (regime forfaitaire);DEU;Allemagne;EUR;Euro;320
2013;D29A;Impots sur les terrains, batiments et autres constructions;DEU;Allemagne;EUR;Euro;12376
2013;ODC;Produit total des impots et cotisations sociales nettes (y compris cotisations sociales imputees), apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;1136354
2013;D214G;Taxes sur les primes d'assurance;DEU;Allemagne;EUR;Euro;11979
2013;D61N;Cotisations sociales effectives des employeurs et des menages;DEU;Allemagne;EUR;Euro;431860
2013;D59F;Autres impots courants n.c.a.;DEU;Allemagne;EUR;Euro;7345
2013;D51M;Impots sur le revenu des personnes physiques ou des menages y compris les gains de detention;DEU;Allemagne;EUR;Euro;252769
2013;D51E;Autres impots sur le revenu n.c.a.;DEU;Allemagne;EUR;Euro;6296
2013;D2;Impots sur la production et les importations;DEU;Allemagne;EUR;Euro;325968
2013;D5;Impots courants sur le revenu, le patrimoine, etc.;DEU;Allemagne;EUR;Euro;340391
2013;D51O;Impots sur le revenu des societes y compris les gains de detention;DEU;Allemagne;EUR;Euro;67188
2013;D59D;Paiements effectues par les menages en vue de l obtention de licences;DEU;Allemagne;EUR;Euro;6795
2013;D214E;Taxes sur les spectacles et divertissements;DEU;Allemagne;EUR;Euro;706
2013;D212;Impots et droits sur les importations, a l'exclusion de la TVA;DEU;Allemagne;EUR;Euro;18222
2013;D613;Cotisations sociales effectives a la charge des menages;DEU;Allemagne;EUR;Euro;250095
2013;ODD;Charges fiscales correspondant au produit total des impots et cotisations sociales obligatoires apres deduction des montants dus non recouvrables;DEU;Allemagne;EUR;Euro;1097499
2013;D214I;Impots generaux sur les ventes ou le chiffre d'affaires;DEU;Allemagne;EUR;Euro;288
