annee;cde_pays;pays;cde_mesure;mesure;cde_unite;unite;cde_domaine;domaine;valeur_mesuree
2007;IRL;Irlande;Participation electorale;Participation electorale;PT_VOTES;Pourcentage des votes;HSL_8;Engagement civique;67,03
2007;IRL;Irlande;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4,626610896
2007;IRL;Irlande;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;79,7
2007;IRL;Irlande;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;18,04379166
2007;IRL;Irlande;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;7,683665754
2007;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;1
2007;IRL;Irlande;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;9,642180607
2007;IRL;Irlande;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,926872
2007;IRL;Irlande;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2007;IRL;Irlande;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;3,5
2007;IRL;Irlande;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;21,8
2007;IRL;Irlande;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;84
2007;IRL;Irlande;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;2,6
2007;IRL;Irlande;Insecurite sur le marche du travail;Insecurite sur le marche du travail;PT_EARN_PRVS_LST;Pourcentage des gains anterieurs perdus;HSL_2;Travail et qualite de l'emploi;2,073805332
2007;IRL;Irlande;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;1,448872099
2007;IRL;Irlande;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;4,03
2007;IRL;Irlande;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;74,32
2007;IRL;Irlande;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;55888,29
2007;IRL;Irlande;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;32014
2007;IRL;Irlande;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;8,9522543
2008;IRL;Irlande;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;42,9403
2008;IRL;Irlande;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;79,92609513
2008;IRL;Irlande;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4,458360472
2008;IRL;Irlande;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;80,2
2008;IRL;Irlande;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;17,20046972
2008;IRL;Irlande;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;6,214439596
2008;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;0,9
2008;IRL;Irlande;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;9,062561902
2008;IRL;Irlande;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,927376
2008;IRL;Irlande;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2008;IRL;Irlande;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;3,7
2008;IRL;Irlande;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;23,6
2008;IRL;Irlande;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;84,3
2008;IRL;Irlande;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;2,6
2008;IRL;Irlande;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;9,448791653
2008;IRL;Irlande;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;16,33333333
2008;IRL;Irlande;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;32
2008;IRL;Irlande;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;66,33333333
2008;IRL;Irlande;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;97,0962283
2008;IRL;Irlande;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;2,862273175
2008;IRL;Irlande;Insecurite sur le marche du travail;Insecurite sur le marche du travail;PT_EARN_PRVS_LST;Pourcentage des gains anterieurs perdus;HSL_2;Travail et qualite de l'emploi;4,288151264
2008;IRL;Irlande;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;1,755854458
2008;IRL;Irlande;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;3,72
2008;IRL;Irlande;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;73,247
2008;IRL;Irlande;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;58373,039
2008;IRL;Irlande;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;33041
2008;IRL;Irlande;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;11,805021
2009;IRL;Irlande;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;53,7193
2009;IRL;Irlande;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;81,86457983
2009;IRL;Irlande;Competences des eleves en comprehension de l ecrit;Competences des eleves en comprehension de l ecrit;PO;Points;HSL_6;Savoirs et competences;495,6391086
2009;IRL;Irlande;Competences des eleves en sciences;Competences des eleves en sciences;PO;Points;HSL_6;Savoirs et competences;507,9841538
2009;IRL;Irlande;Competences des eleves en mathematiques;Competences des eleves en mathematiques;PO;Points;HSL_6;Savoirs et competences;487,1363751
2009;IRL;Irlande;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4,851945421
2009;IRL;Irlande;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;80,2
2009;IRL;Irlande;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;18,15113477
2009;IRL;Irlande;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;5,247636634
2009;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;1
2009;IRL;Irlande;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;8,818134633
2009;IRL;Irlande;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,927856
2009;IRL;Irlande;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2009;IRL;Irlande;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;4,1
2009;IRL;Irlande;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;26,5
2009;IRL;Irlande;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;83,1
2009;IRL;Irlande;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;2,8
2009;IRL;Irlande;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;9,448791653
2009;IRL;Irlande;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;16,33333333
2009;IRL;Irlande;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;32
2009;IRL;Irlande;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;66,33333333
2009;IRL;Irlande;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;97,0962283
2009;IRL;Irlande;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;2,862273175
2009;IRL;Irlande;Insecurite sur le marche du travail;Insecurite sur le marche du travail;PT_EARN_PRVS_LST;Pourcentage des gains anterieurs perdus;HSL_2;Travail et qualite de l'emploi;4,555066109
2009;IRL;Irlande;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;3,638331823
2009;IRL;Irlande;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;3,11
2009;IRL;Irlande;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;68,464
2009;IRL;Irlande;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;64061,323
2009;IRL;Irlande;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;32605
2009;IRL;Irlande;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;16,180515
2010;IRL;Irlande;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;57,5191
2010;IRL;Irlande;Menages vivant dans des logements surpeuples;Menages vivant dans des logements surpeuples;PT_HH;Pourcentage de menages;HSL_3;Logement;2,237915061
2010;IRL;Irlande;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;81,89298683
2010;IRL;Irlande;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4,628535582
2010;IRL;Irlande;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;80,8
2010;IRL;Irlande;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;16,19536925
2010;IRL;Irlande;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;4,648964783
2010;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;0,8
2010;IRL;Irlande;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;9,093155802
2010;IRL;Irlande;Surcharge financiere liee au coa»t du logement;Surcharge financiere liee au coa»t du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;10,16552821
2010;IRL;Irlande;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,928322
2010;IRL;Irlande;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2010;IRL;Irlande;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;6,8
2010;IRL;Irlande;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;33,3
2010;IRL;Irlande;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;82,8
2010;IRL;Irlande;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;3,2
2010;IRL;Irlande;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;9,448791653
2010;IRL;Irlande;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;16,33333333
2010;IRL;Irlande;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;32
2010;IRL;Irlande;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;66,33333333
2010;IRL;Irlande;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;97,0962283
2010;IRL;Irlande;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;2,862273175
2010;IRL;Irlande;Tension au travail;Tension au travail;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;25,340271
2010;IRL;Irlande;Salaries a  temps plein dont la remuneration est inferieure a  deuxÂ tiers du salaire brut median;Salaries a  temps plein dont la remuneration est inferieure a  deuxÂ tiers du salaire brut median;PT_SAL_FT;Pourcentage de salaries a  plein temps;HSL_2;Travail et qualite de l'emploi;17,71544715
2010;IRL;Irlande;Ecart de remuneration entre les genres;Ecart de remuneration entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le maªme decile;HSL_2;Travail et qualite de l'emploi;14,34586466
2010;IRL;Irlande;Decile superieur de la remuneration des salaries a  temps plein;Decile superieur de la remuneration des salaries a  temps plein;FCTR_D1_EARN;Facteur de decile des gains les plus bas;HSL_2;Travail et qualite de l'emploi;3,63514338
2010;IRL;Irlande;Insecurite sur le marche du travail;Insecurite sur le marche du travail;PT_EARN_PRVS_LST;Pourcentage des gains anterieurs perdus;HSL_2;Travail et qualite de l'emploi;7,003751278
2010;IRL;Irlande;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;7,219563785
2010;IRL;Irlande;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;3,51
2010;IRL;Irlande;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;66,54
2010;IRL;Irlande;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;64335,697
2010;IRL;Irlande;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;31746
2010;IRL;Irlande;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;18,661366
2011;IRL;Irlande;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;65,4253
2011;IRL;Irlande;Menages vivant dans des logements surpeuples;Menages vivant dans des logements surpeuples;PT_HH;Pourcentage de menages;HSL_3;Logement;1,209135447
2011;IRL;Irlande;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;81,58849639
2011;IRL;Irlande;Participation electorale;Participation electorale;PT_VOTES;Pourcentage des votes;HSL_8;Engagement civique;69,9
2011;IRL;Irlande;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4,85463145
2011;IRL;Irlande;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;80,9
2011;IRL;Irlande;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;18,17607305
2011;IRL;Irlande;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;4,061060889
2011;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;0,6
2011;IRL;Irlande;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;Revenu disponible des menages inferieur au seuil de pauvrete monetaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;9,995613844
2011;IRL;Irlande;Surcharge financiere liee au coa»t du logement;Surcharge financiere liee au coa»t du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;14,45709765
2011;IRL;Irlande;Exposition a  la pollution de l air;Exposition a  la pollution de l air;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;99,929031
2011;IRL;Irlande;Exposition a  des temperatures extraªmes;Exposition a  des temperatures extraªmes;PT_POP;Pourcentage de la population;HSL_9;Qualite environnementale;0
2011;IRL;Irlande;Incapacite a  maintenir le logement a  bonne temperature;Incapacite a  maintenir le logement a  bonne temperature;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_3;Logement;6,8
2011;IRL;Irlande;Difficultes a  joindre les deuxÂ bouts;Difficultes a  joindre les deuxÂ bouts;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_1;Revenu et patrimoine;32,1
2011;IRL;Irlande;Etat de sante percu comme bon;Etat de sante percu comme bon;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;83,3
2011;IRL;Irlande;Etat de sante percu comme mauvais;Etat de sante percu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population a¢gee de 16 ans ou plus;HSL_5;Sante;2,9
2011;IRL;Irlande;Bilan emotionnel negatif;Bilan emotionnel negatif;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;10,33478131
2011;IRL;Irlande;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_11;Bien-aªtre subjectif;19,33333333
2011;IRL;Irlande;Sentiment d insecurite la nuit;Sentiment d insecurite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;27
2011;IRL;Irlande;Sentiment de securite la nuit;Sentiment de securite la nuit;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_10;Securite;72
2011;IRL;Irlande;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;96,28248586
2011;IRL;Irlande;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population a¢gee de 15 ans ou plus;HSL_7;Liens sociaux;3,516043699
2011;IRL;Irlande;Insecurite sur le marche du travail;Insecurite sur le marche du travail;PT_EARN_PRVS_LST;Pourcentage des gains anterieurs perdus;HSL_2;Travail et qualite de l'emploi;6,884036064
2011;IRL;Irlande;Taux de chomage de longue duree;Taux de chomage de longue duree;PT_LF;Pourcentage des depenses de sante;HSL_2;Travail et qualite de l'emploi;9,238294165
2011;IRL;Irlande;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salaries;HSL_2;Travail et qualite de l'emploi;3,79
2011;IRL;Irlande;Taux d emploi;Taux d emploi;PT_POP_Y25T64;Pourcentage de la population a¢gee de 25 a  64 ans;HSL_2;Travail et qualite de l'emploi;65,616
2011;IRL;Irlande;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des E-U, PPA convertis;HSL_2;Travail et qualite de l'emploi;63412,573
2011;IRL;Irlande;Revenu disponible ajuste net des menages et des ISBLSM par habitant;Revenu disponible ajuste net des menages et des ISBLSM par habitant;USD_PPP_PS;Dollars des E-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;31096
2011;IRL;Irlande;Jeunes sans emploi et sortis du systeme educatif;Jeunes sans emploi et sortis du systeme educatif;PT_POP_Y15T24;Pourcentage de la population a¢gee de 15 a  24 ans;HSL_2;Travail et qualite de l'emploi;18,054987
2012;IRL;Irlande;Menages disposant d un acces internet;Menages disposant d un acces internet;PT_HH;Pourcentage de menages;HSL_3;Logement;65,4427
2012;IRL;Irlande;Menages vivant dans des logements surpeuples;Menages vivant dans des logements surpeuples;PT_HH;Pourcentage de menages;HSL_3;Logement;1,618097536
2012;IRL;Irlande;Accessibilite financiere du logement;Accessibilite financiere du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajuste des menages;HSL_3;Logement;81,44270369
2012;IRL;Irlande;Decile superieur des resultats des adultes en calcul;Decile superieur des resultats des adultes en calcul;FCTR_D1_SCR;Facteur de decile des scores les plus bas;HSL_6;Savoirs et competences;1,68250823
2012;IRL;Irlande;Decile superieur des resultats des adultes en lecture et ecriture;Decile superieur des resultats des adultes en lecture et ecriture;FCTR_D1_SCR;Facteur de decile des scores les plus bas;HSL_6;Savoirs et competences;1,559458613
2012;IRL;Irlande;Adultes ayant de faibles competences en calcul;Adultes ayant de faibles competences en calcul;PT_ST;Pourcentage de depenses chez le maªme prestataire;HSL_6;Savoirs et competences;14,874501
2012;IRL;Irlande;Competences des adultes en calcul;Competences des adultes en calcul;PO;Points;HSL_6;Savoirs et competences;255,5904107
2012;IRL;Irlande;Competences des adultes en lecture et ecriture;Competences des adultes en lecture et ecriture;PO;Points;HSL_6;Savoirs et competences;266,5448219
2012;IRL;Irlande;Competences des eleves en comprehension de l ecrit;Competences des eleves en comprehension de l ecrit;PO;Points;HSL_6;Savoirs et competences;523,1732101
2012;IRL;Irlande;Competences des eleves en sciences;Competences des eleves en sciences;PO;Points;HSL_6;Savoirs et competences;522,0039603
2012;IRL;Irlande;Competences des eleves en mathematiques;Competences des eleves en mathematiques;PO;Points;HSL_6;Savoirs et competences;501,4974602
2012;IRL;Irlande;Acces a  des espaces verts;Acces a  des espaces verts;PT_POP_URB;Pourcentage de population urbaine;HSL_9;Qualite environnementale;71,08577405
2012;IRL;Irlande;Quintile superieur du revenu disponible moyen des menages;Quintile superieur du revenu disponible moyen des menages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4,823490932
2012;IRL;Irlande;Esperance de vie a  la naissance;Esperance de vie a  la naissance;Y;Annees;HSL_5;Sante;80,9
2012;IRL;Irlande;Deces dus au suicide, a  l alcool ou a  la drogue;Deces dus au suicide, a  l alcool ou a  la drogue;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_5;Sante;16,45554557
2012;IRL;Irlande;Mortalite routiere;Mortalite routiere;DT_10P5HB;Deces pour 100 000 d'habitants;HSL_10;Securite;3,543838037
