annee;cde_age;cde_pays;pays;cde_mesure;mesure;cde_sexe;sexe;age;valeur_mesuree
2019;Y_LT15;DEU;Allemagne;PS;Personnes;_T;Total;Moins de 15 ans;11341357,56
2019;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;13,649
2019;Y_LT15;DEU;Allemagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;5514737,795
2019;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,102
2019;Y_LT15;DEU;Allemagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;5826405,089
2019;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,21
2020;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 a 64 ans;53545184
2020;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;64,387
2020;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;18181162
2020;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;21,863
2020;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;27182913
2020;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;66,248
2020;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;7975121
2020;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;19,436
2020;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe feminin;65 ans et plus;10206041
2020;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;24,226
2020;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;26362271
2020;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;62,575
2020;Y_LT15;DEU;Allemagne;PS;Personnes;_T;Total;Moins de 15 ans;11434620,59
2020;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;13,75
2020;Y_LT15;DEU;Allemagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;5560581,368
2020;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,199
2020;Y_LT15;DEU;Allemagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;5874150,998
2020;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,316
2021;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 a 64 ans;53299643
2021;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;64,065
2021;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;18354067
2021;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;22,061
2021;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;27051650
2021;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;65,905
2021;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;8065732
2021;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;19,65
2021;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe feminin;65 ans et plus;10288335
2021;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;24,409
2021;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;26247993
2021;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;62,274
2021;Y_LT15;DEU;Allemagne;PS;Personnes;_T;Total;Moins de 15 ans;11542623,58
2021;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;13,874
2021;Y_LT15;DEU;Allemagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;5613038,794
2021;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,317
2021;Y_LT15;DEU;Allemagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;5929188,881
2021;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,445
2022;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 a 64 ans;53481767
2022;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;63,822
2022;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;18548263
2022;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;22,134
2022;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;27107641
2022;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;65,615
2022;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;26374126
2022;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;62,079
2022;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe feminin;65 ans et plus;10387399
2022;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;24,45
2022;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;8160864
2022;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;19,754
2022;Y_LT15;DEU;Allemagne;PS;Personnes;_T;Total;Moins de 15 ans;11767751,31
2022;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,043
2022;Y_LT15;DEU;Allemagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;5723588,226
2022;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,472
2022;Y_LT15;DEU;Allemagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;6044493,325
2022;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,631
2023;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe feminin;65 ans et plus;10415552
2023;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;24,654
2023;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;26165656
2023;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;61,936
2023;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;26893865
2023;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;65,53
2023;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;8183848
2023;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;19,941
2023;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 a 64 ans;53059521
2023;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;63,707
2023;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;18599400
2023;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;22,332
2023;Y_LT15;DEU;Allemagne;PS;Personnes;_T;Total;Moins de 15 ans;11628570,17
2023;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;13,962
2023;Y_LT15;DEU;Allemagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;5665250,286
2023;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,41
2023;Y_LT15;DEU;Allemagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;5963231,291
2023;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,53
2024;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe feminin;65 ans et plus;10535441
2024;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;24,883
2024;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;26127072
2024;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;61,709
2024;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;26997874
2024;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;65,399
2024;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;8306266
2024;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;20,121
2024;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 a 64 ans;53124946
2024;Y15T64;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;63,531
2024;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;18841707
2024;Y_GE65;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;22,532
2024;Y_LT15;DEU;Allemagne;PS;Personnes;_T;Total;Moins de 15 ans;11654199,54
2024;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;13,937
2024;Y_LT15;DEU;Allemagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;5676402,199
2024;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,407
2024;Y_LT15;DEU;Allemagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;5977145,779
2024;Y_LT15;DEU;Allemagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,479
2002;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;28401513
2002;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,564
2002;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7026593
2002;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,963
2002;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;14287599
2002;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,289
2002;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;2960775
2002;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,566
2002;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4065824
2002;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;19,272
2002;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;14113916
2002;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;66,901
2002;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;5995226,05
2002;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,473
2002;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;2917036,008
2002;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,827
2002;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3078502,038
2002;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,145
2003;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;28966656
2003;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,647
2003;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7119244
2003;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,872
2003;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;14598089
2003;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,393
2003;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3001138
2003;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,472
2003;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4118108
2003;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;19,191
2003;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;14368567
2003;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;66,961
2003;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6110436,211
2003;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,481
2003;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;2971535,967
2003;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,848
2003;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3138696,149
2003;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,135
2004;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;29501722
2004;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,834
2004;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7154260
2004;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,692
2004;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;14890698
2004;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,595
2004;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3015259
2004;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,295
2004;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4139001
2004;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;19,016
2004;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;14611023
2004;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;67,127
2004;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6203007,964
2004;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,473
2004;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;3016131,387
2004;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,857
2004;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3187160,157
2004;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,11
2005;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;30120189
2005;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,984
2005;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7230328
2005;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,56
2005;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;15248405
2005;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,785
2005;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3049867
2005;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,158
2005;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4180461
2005;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;18,898
2005;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;14871785
2005;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;67,23
2005;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6312303,961
2005;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,457
2005;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;3068355,084
2005;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,871
2005;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3243789,09
2005;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,058
2006;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;30553422
2006;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,875
2006;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7362321
2006;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,597
2006;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;15476427
2006;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,666
2006;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3112155
2006;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,21
2006;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4250165
2006;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;18,923
2006;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;15077001
2006;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;67,129
2006;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6444696,491
2006;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,528
2006;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;3132694,717
2006;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;13,948
2006;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3312044,222
2006;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,123
2007;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;31188438
2007;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,946
2007;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7451435
2007;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,472
2007;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;15817167
2007;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,732
2007;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3154365
2007;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,106
2007;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4297065
2007;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;18,786
2007;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;15371270
2007;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;67,2
2007;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6596314,103
2007;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,582
2007;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;3205552,69
2007;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;14,014
2007;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3390537,66
2007;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,162
2008;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;31647959
2008;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,825
2008;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7577395
2008;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,479
2008;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;16067774
2008;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,606
2008;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3214073
2008;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,124
2008;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4363318
2008;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;18,786
2008;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;15580187
2008;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;67,08
2008;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6757686,516
2008;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,696
2008;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;3282805,949
2008;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;14,134
2008;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3474973,133
2008;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,27
2009;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;31756902
2009;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,489
2009;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7727114
2009;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,665
2009;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;16107330
2009;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;70,232
2009;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3285475
2009;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,325
2009;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4441642
2009;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;18,955
2009;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;15649568
2009;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;66,784
2009;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6883726,473
2009;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,846
2009;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;3341786,975
2009;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;14,261
2009;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3541775,144
2009;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,443
2010;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;31705439
2010;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;68,092
2010;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;7892790
2010;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;16,951
2010;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;16060244
2010;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;69,801
2010;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3364112
2010;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,621
2010;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4528679
2010;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;65 ans et plus;19,227
2010;Y15T64;ESP;Espagne;PS;Personnes;F;Sexe feminin;De 15 a 64 ans;15645190
2010;Y15T64;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;De 15 a 64 ans;66,423
2010;Y_LT15;ESP;Espagne;PS;Personnes;_T;Total;Moins de 15 ans;6964350,582
2010;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;_T;Total;Moins de 15 ans;14,957
2010;Y_LT15;ESP;Espagne;PS;Personnes;F;Sexe feminin;Moins de 15 ans;3379984,937
2010;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;F;Sexe feminin;Moins de 15 ans;14,35
2010;Y_LT15;ESP;Espagne;PS;Personnes;M;Sexe masculin;Moins de 15 ans;3584276,592
2010;Y_LT15;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,578
2011;Y15T64;ESP;Espagne;PS;Personnes;_T;Total;De 15 a 64 ans;31644057
2011;Y15T64;ESP;Espagne;PT;Pourcentage de la population;_T;Total;De 15 a 64 ans;67,708
2011;Y_GE65;ESP;Espagne;PS;Personnes;_T;Total;65 ans et plus;8052204
2011;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;_T;Total;65 ans et plus;17,229
2011;Y15T64;ESP;Espagne;PS;Personnes;M;Sexe masculin;De 15 a 64 ans;16008762
2011;Y15T64;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;De 15 a 64 ans;69,382
2011;Y_GE65;ESP;Espagne;PS;Personnes;M;Sexe masculin;65 ans et plus;3439265
2011;Y_GE65;ESP;Espagne;PT;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,906
2011;Y_GE65;ESP;Espagne;PS;Personnes;F;Sexe feminin;65 ans et plus;4612935
