cde_operation;operation;cde_depense;depense_cat;depense_cat_courte;depense_courte;depense;annee;montant;cde_pays;pays
P5L;Acquisition nette d actifs non financiers;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;2009;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et equipements collectifs n.c.a.;06.6 - Logement et equipements collectifs n.c.a.;2009;0,019;FRA;France
P5L;Acquisition nette d actifs non financiers;GF07;07 - Sante;Sante;Sante;07 - Sante;2009;8,62;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0703;07 - Sante;Sante;Services hospitaliers;07.3 - Services hospitaliers;2009;6,007;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;2009;0,232;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0705;07 - Sante;Sante;RetD dans le domaine de la sante;07.5 - R-D dans le domaine de la sante;2009;2,339;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0706;07 - Sante;Sante;Sante n.c.a.;07.6 - Sante n.c.a.;2009;0,043;FRA;France
P5L;Acquisition nette d actifs non financiers;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;2009;8,187;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;2009;3,464;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;2009;3,158;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services de radiodiffusion, de television et d edition;08.3 - Services de radiodiffusion, de television et d'edition;2009;1,487;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;Culte et autres services communautaires;08.4 - Culte et autres services communautaires;2009;0,078;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et culte n.c.a.;08.6 - Loisirs, culture et culte n.c.a.;2009;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF09;09 - Enseignement;Enseignement;Enseignement;09 - Enseignement;2009;10,131;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0901;09 - Enseignement;Enseignement;Enseignement preelementaire et primaire;09.1 - Enseignement preelementaire et primaire;2009;2,269;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0902;09 - Enseignement;Enseignement;Enseignement secondaire;09.2 - Enseignement secondaire;2009;4,28;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0903;09 - Enseignement;Enseignement;Enseignement postsecondaire non superieur;09.3 - Enseignement postsecondaire non superieur;2009;0,049;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0904;09 - Enseignement;Enseignement;Enseignement superieur;09.4 - Enseignement superieur;2009;2,259;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;2009;0,539;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;2009;0,733;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0907;09 - Enseignement;Enseignement;RetD dans le domaine de l enseignement;09.7 - R-D dans le domaine de l'enseignement;2009;0,002;FRA;France
P5L;Acquisition nette d actifs non financiers;GF0908;09 - Enseignement;Enseignement;Enseignement n.c.a.;09.8 - Enseignement n.c.a.;2009;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;2009;2,988;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;2009;0,378;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;2009;1,003;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1003;10 - Protection sociale;Protection sociale;Survivants;10.3 - Survivants;2009;0,002;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;2009;0,79;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;2009;0,169;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;2009;0;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;2009;0,239;FRA;France
P5L;Acquisition nette d actifs non financiers;GF1009;10 - Protection sociale;Protection sociale;Protection sociale n.c.a.;10.9 - Protection sociale n.c.a.;2009;0,407;FRA;France
OTE;Total des depenses des administrations publiques (*);GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;2010;146,048;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;2010;35,071;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;2010;4,091;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;2010;36,319;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;2010;15,107;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;2010;0;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;2010;1,067;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Operations concernant la dette publique;01.7 - Operations concernant la dette publique;2010;54,392;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Transferts de caractere general entre administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;2010;0;FRA;France
OTE;Total des depenses des administrations publiques (*);GF02;02 - Defense;Defense;Defense nationale;02 - Defense;2010;39,359;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;2010;33,604;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;2010;0,432;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0203;02 - Defense;Defense;Aide militaire a des pays etrangers;02.3 - Aide militaire a des pays etrangers;2010;1,789;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0204;02 - Defense;Defense;R et D concernant la defense;02.4 - R-D concernant la defense;2010;2,064;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0205;02 - Defense;Defense;Defense n.c.a.;02.5 - Defense n.c.a.;2010;1,47;FRA;France
OTE;Total des depenses des administrations publiques (*);GF03;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;2010;33,439;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0301;03 - Ordre et securite publics;Ordre et securite publics;Services de police;03.1 - Services de police;2010;19,22;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0302;03 - Ordre et securite publics;Ordre et securite publics;Services de protection civile;03.2 - Services de protection civile;2010;5,549;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0303;03 - Ordre et securite publics;Ordre et securite publics;Tribunaux;03.3 - Tribunaux;2010;5,013;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;2010;2,92;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;2010;0,018;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;2010;0,719;FRA;France
OTE;Total des depenses des administrations publiques (*);GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;2010;107,066;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;2010;22,469;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;2010;8,217;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;2010;5,193;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;2010;0,702;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0405;04 - Affaires economiques;Affaires economiques;Transports;04.5 - Transports;2010;44,19;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0406;04 - Affaires economiques;Affaires economiques;Communications;04.6 - Communications;2010;0,288;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0407;04 - Affaires economiques;Affaires economiques;Autres branches d activite;04.7 - Autres branches d'activite;2010;8,246;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0408;04 - Affaires economiques;Affaires economiques;RetD concernant les affaires economiques;04.8 - R-D concernant les affaires economiques;2010;16,061;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;2010;1,7;FRA;France
OTE;Total des depenses des administrations publiques (*);GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;2010;18,86;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;2010;9,568;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;2010;4,281;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;2010;1,899;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;2010;1,317;FRA;France
OTE;Total des depenses des administrations publiques (*);GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;2010;0,339;FRA;France
